"ISO3","Year","Region","country","LandArea","ArablePercent","Population","PopGrowth","RuralPopulation","UrbanPopulation","BirthRatePer1K","FertilityRate","PrimarySchoolAge","LifeExpectancy","AgeDepRatioOld","CO2Emissions","GDP","GDPPerCapita","GDPPerCapGrowth","Inflation","TotalTrade","Exports","Imports","FDIIn","AgriEmployment","MobileCellSubscriptions","NaturalResourceRents","GovtExpenditures","PublicHealthExpend","PoliticalStability","RuleOfLaw","ControlOfCorruption","IncomeLevel","RuralLevel","UrbanLevel","PopGrowthLevel","EconGrowthLevel","TradeLevel","AgricultureLevel"
"SLV",2019,"Latin America & Caribbean","El Salvador",20720,34.7972972972973,6222318,0.0403628806830014,27.5851058959961,72.4148941040039,16.57,1.838,7,71.725,11.6080791802522,1.30285851671355,25779775126.5993,4143.11437097867,2.39613321946494,0.0753241350024612,76.0420130991468,29.9559096080003,46.0861034911466,2.59024369040438,16.2939615585558,167.088631599992,0.562349124959244,16.0320209633966,4.71487188,62.2422412,44.0743893,37.3123805,"Upper middle income","Low","High","Low","High","High","Low"
"SMR",2019,"Europe & Central Asia","San Marino",60,33.0833333333333,34663,0.407603368403658,2.90000152587891,97.0999984741211,6.7,1.096,6,85.257,29.4764171354392,NA,1508721078.15242,43525.4039798176,1.65051434688202,0.472651967352852,307.264770546858,163.997236624232,143.267533922626,NA,NA,111.822930193634,0,19.5202963633238,7.23374033,86.5067331,84.8051674,71.7090468,"High income","Low","High","Low","Low","High",NA
"SOM",2019,"Sub-Saharan Africa","Somalia, Fed. Rep.",627340,1.75343513884018,16030971,3.67525774477084,48.3578829296775,51.6421170703225,45.139,6.56,6,57.249,5.00112878032993,0.0528040378839186,7926418061.75208,494.444039712384,-0.909258009902032,NA,70.2980591497227,13.0660813308688,57.231977818854,5.16404805914972,26.8861573005292,51.3194116563494,10.7304105687897,6.11136783733826,0.15007043,30.5271191,17.7778166,14.7731463,"Low income","High","Low","High","Low","Low","High"
"SRB",2019,"Europe & Central Asia","Serbia",87460,29.4877658358107,6945235,-0.536610017822353,38.9507751464844,61.0492248535156,9.3,1.52,7,75.9365853658537,32.5658710453221,NA,47719029694.9033,6870.75810896296,5.31381889246718,1.84922984511086,107.577309546092,48.9609956559925,58.6163138900993,7.92487427143519,20.8958194883194,122.047741314232,1.19461693747908,18.3652144119898,4.83578539,66.9547627,55.8408842,40.4959204,"Upper middle income","High","Low","Low","High","High","High"
"SSD",2019,"Sub-Saharan Africa","South Sudan",631930,3.789502001804,10423384,2.92439531185626,80.0937700811281,19.9062299188719,29.421,4.26,6,58.129,4.88071083048781,NA,NA,NA,NA,87.2413641500032,NA,NA,NA,NA,62.2135360115816,21.3171365460584,NA,NA,0.99254191,25.0497946,24.7413532,9.6764069,"Low income","High","Low","High",NA,NA,"High"
"STP",2019,"Sub-Saharan Africa","Sao Tome and Principe",960,4.16666666666667,213392,1.51332392108067,32.0870056152344,67.9129943847656,29.229,3.9,6,68.043,6.86217600888373,0.745576216540451,303157496.465873,1420.66008316091,0.482132360625684,7.72024525213248,67.5747989988655,16.7195626461315,50.8552363527341,5.85791781434652,12.0421328862485,77.6791069955762,2.04664899329107,13.4106770836193,2.23238039,74.8322433,48.5757248,51.416874,"Lower middle income","Low","High","High","Low","Low","Low"
"SUR",2019,"Latin America & Caribbean","Suriname",160507.61,0.386274519943322,605768,1.03794155144619,33.9629507688695,66.0370492311305,17.869,2.347,6,71.773,10.2494777558996,4.39326606885805,5256433828.6406,8677.30522021731,0.12296002295291,NA,NA,NA,NA,2.09560541663346,7.43287763285931,134.34912375695,6.83251753458721,NA,6.09356403,68.1517746,52.6862672,42.1488199,"Upper middle income","Low","High","Low","Low",NA,"Low"
"SVK",2019,"Europe & Central Asia","Slovak Republic",48080,28.0574043261231,5454147,0.135328072840865,46.6333441335417,53.3666558664583,10.5,1.57,6,77.6658536585366,23.9293582031718,6.3818228588265,99543529164.3085,18250.9802475637,2.13758470717096,2.6645613342544,183.722608631236,91.8440865121276,91.8785221191079,2.15394548631737,3.51100646936997,135.755672834643,0.251989434209045,20.0804190622354,5.44698572,77.4158832,63.2840624,52.9146282,"High income","High","Low","Low","High","High","Low"
"SVN",2019,"Europe & Central Asia","Slovenia",20136.4,8.90576269839693,2088385,0.696304046333357,44.5476722717285,55.4523277282715,9.3,1.61,6,81.5292682926829,30.5218124955827,7.0993135844205,50002578162.6734,23943.1800949889,2.78704541391961,1.63052260754335,160.044275685249,84.3570583498527,75.687217335396,3.99098612082388,4.29981767378506,120.568876746571,0.23437135303998,18.4796995227265,6.19899702,82.0895081,72.7366471,65.0294052,"High income","High","Low","Low","High","High","Low"
"SWE",2019,"Europe & Central Asia","Sweden",407280,6.23649577686113,10278887,1.01372226345511,12.2911579757241,87.7088420242759,11.1,1.71,7,83.109756097561,32.0375957516213,3.8423518032643,545031918111.884,53024.4099494317,1.57332206499805,1.78415097403835,92.7511390290561,48.2886583812982,44.4624806477579,2.9559286166832,1.68897374964482,125.456729050381,0.404780111504663,25.8863396570904,9.28074455,81.9975459,89.0964326,90.9533315,"High income","Low","High","Low","Low","High","Low"
"SWZ",2019,"Sub-Saharan Africa","Eswatini",17200,10.2906976744186,1179874,0.931970814127083,75.6540450482249,24.3459549517751,25.889,2.925,6,59.85,6.21354481732866,0.962899428244033,4435938143.62829,3759.67106964666,5.4445627805287,2.59801620311077,86.6407948477595,44.7614845159035,41.879310331856,2.7717218211659,12.9095843554448,91.0519258836113,3.2760764754406,21.7273637148635,4.40824461,60.4579416,47.3764142,41.8435289,"Lower middle income","High","Low","Low","High","High","Low"
"SXM",2019,"Latin America & Caribbean","Sint Maarten (Dutch part)",34,NA,40385,1.6805019872063,0,100,10.024,1.481,6,75.68,14.8853639952899,NA,1368162086.82719,33877.976645467,9.11581322620327,NA,NA,NA,NA,5.24677633401135,NA,NA,NA,NA,NA,NA,NA,NA,"High income","Low","High","High","High",NA,NA
"SYC",2019,"Sub-Saharan Africa","Seychelles",460,0.326086956521739,97625,0.887925293341637,55.9950695968246,44.0049304031754,16.4,2.31,6,74.0463414634146,10.244903192717,9.16568501920615,1901895701.03715,19481.6461053742,4.58155113586345,1.80709400809982,173.407846880196,82.3562686214226,91.0515782587732,13.7575701960234,NA,164.617084572886,0.0974947166802459,22.1841344223733,3.04219794,77.7180174,64.4171755,69.5823659,"High income","High","Low","Low","High","High",NA
"SYR",2019,"Middle East & North Africa","Syrian Arab Republic",183630,25.367058759462,20353534,3.88559879868016,26.1751211738014,73.8248788261986,19.717,2.878,6,70.97,7.56676923565563,1.63691966220706,15703116792.1143,771.517948289192,-2.63687243879127,13.4175653228571,41.9994681765976,13.0100655511925,28.9894026254051,NA,15.6251583516787,87.1297289207859,3.76931985084524,15.36993315102,1.97450435,23.9982444,25.454539,14.3385687,"Low income","Low","High","High","Low","Low","Low"
"TCA",2019,"Latin America & Caribbean","Turks and Caicos Islands",950,1.05263157894737,43166,3.79390439929271,7.0595145677155,92.9404854322845,12.066,1.617,6,77.691,13.3921233959163,5.12208682759579,2262756808.26439,52419.8862128617,1.07340727929571,NA,NA,NA,NA,1.96536835982091,NA,NA,0.00235664810158653,NA,NA,NA,NA,NA,"High income","Low","High","High","Low",NA,NA
"TCD",2019,"Sub-Saharan Africa","Chad",1259200,4.20902160101652,16685223,3.21991132048391,75.7268952613367,24.2731047386633,44.316,6.412,6,52.993,4.11092889175148,0.141712220447998,15303748438.7807,917.203710060136,2.04363651447466,-0.971939175419401,46.6777247152768,24.968456965958,21.7092677493188,3.80153819394825,70.2043893743242,45.9378876746208,19.6499588651766,8.48865154975086,0.51349735,41.0898392,34.22622,17.9377342,"Low income","High","Low","High","High","Low","High"
"TGO",2019,"Sub-Saharan Africa","Togo",54390,48.7221915793344,7619925,2.14516244090598,58.554268802705,41.445731197295,34.907,4.450408,6,61.061,6.45780034747044,0.276288808616883,6859201998.0814,900.166602437871,2.69276787668153,0.674652770077525,56.3398500747576,23.9067157858872,32.4331342888704,4.94352054229764,42.5990382357115,73.7224727486533,4.32587635811955,13.2450560645429,0.89146012,51.3671208,44.8662899,33.5507362,"Lower middle income","High","Low","High","High","Low","High"
"THA",2019,"East Asia & Pacific","Thailand",510890,32.5479594433244,71522271,0.204609851692418,44.0733833312988,55.9266166687012,9.056,1.285,6,77.197,17.3351890927991,4.00533143026177,460212749509.626,6434.53770518034,1.90583495758329,0.705524801910317,109.689514715166,59.5188906218859,50.1706240932801,1.01734877580041,31.4905856675213,181.221874232713,1.51242491485513,16.1693520358071,2.71524906,55.8413351,53.518212,40.0524608,"Upper middle income","High","Low","Low","High","High","High"
"TJK",2019,"Europe & Central Asia","Tajikistan",138790,6.08257079040277,9529966,2.36385658944468,73.8699264526367,26.1300735473633,29.168,3.281,7,70.962,5.26711186901552,0.948639271115973,10943705646.9105,1148.34676712493,4.89098971791482,NA,56.0450159145896,14.9799392742745,41.0650766403151,2.5637213527723,45.0248100946878,115.372919483658,5.22368712777317,11.154496661602,1.89777529,58.6574931,35.513381,22.1035594,"Lower middle income","High","Low","High","High","Low","High"
"TKM",2019,"Europe & Central Asia","Turkmenistan",469930,3.36731002489732,6803944,2.20552575085177,52.9505437533515,47.0494562466485,24.839,2.834,6,69.405,5.70128384619015,10.7659028351791,45717898781.4308,6719.32320157703,4.0121953580019,NA,37.6560517756178,24.6892177117083,12.9668340639095,6.24118562289562,23.6233446792679,88.2099411752948,13.4925127713072,12.3784384727781,1.00793219,62.1538251,29.514907,20.2783883,"Upper middle income","High","Low","High","High","Low","High"
"TLS",2019,"East Asia & Pacific","Timor-Leste",14870,7.49831876260928,1300945,1.93928707188808,70.8851244754783,29.1148755245217,23.855,3.116,6,66.496,9.6093044263776,0.559823820376726,1960846076.69825,1507.24748294374,21.8272465527765,0.958812739703141,70.6142440551536,21.2143177359833,49.3999263191702,-7.79447350305257,39.7972872541586,109.555438546595,44.8952633775622,47.2218499477307,2.87948847,70.4663366,43.5398489,38.9769552,"Lower middle income","High","Low","High","High","Low","High"
"TON",2019,"East Asia & Pacific","Tonga",720,27.7777777777778,105669,0.09657445504329,77.6711844373794,22.3288155626206,23.849,3.274,6,72.292,10.7931463766217,1.56621147167097,482492588.368965,4566.07508700721,-0.381463313423794,1.17954334821801,88.045385533046,22.2333008455097,65.8120846875363,-1.20711455147001,29.5893276052118,58.772203768371,0.0355539728781376,20.5749605427337,2.99766731,83.151888,61.0438811,38.9674741,"Upper middle income","High","Low","Low","Low","High","High"
"TTO",2019,"Latin America & Caribbean","Trinidad and Tobago",5130,4.87329434697856,1363985,0.351942101931713,46.0657605267261,53.9342394732739,12.088,1.578,5,72.836,13.8060671978814,24.3573792966931,23495134887.9587,17225.361633712,0.114767755861862,1.00054293027237,NA,NA,NA,0.783604895019003,4.32418872743197,145.715788467056,11.0689882994292,NA,3.17576575,67.5797921,54.5919103,43.7939526,"High income","High","Low","Low","Low",NA,"Low"
"TUN",2019,"Middle East & North Africa","Tunisia",155360,16.5396498455201,11875081,0.926946081730267,31.1793617423969,68.8206382576031,16.82,2.1,6,75.599,11.8694485572067,2.54693841667269,49320533876.2551,4153.27978615515,0.613127731689971,6.72007532863799,102.332614725789,45.9503306922947,56.3822840334945,1.94487649950903,13.7052873898603,124.386924181822,2.24739229652362,18.816485090181,3.56713367,56.3054951,56.5024705,47.2745634,"Lower middle income","Low","High","Low","Low","High","Low"
"TUR",2019,"Europe & Central Asia","Turkiye",769630,25.4407962267583,82579440,1.42969688109789,11.3381847142876,88.6618152857124,14.4,1.89,6,77.737,12.4389779416645,5.01913672458907,1010631549472.6,12238.2950220128,-0.136378469205951,15.1768215720022,62.5784589326239,33.0298811646869,29.548577767937,1.22536076199392,18.2798017789929,94.6498130829997,0.382779823529053,15.2428471146395,3.38672566,45.5253689,46.6891064,44.2075641,"Upper middle income","Low","High","High","Low","Low","Low"
"TUV",2019,"East Asia & Pacific","Tuvalu",30,NA,10581,-1.59388335810663,38.7593470781364,61.2406529218636,24.867,3.331,6,66.109,8.96759608138659,0,45742689.695268,4323.09703196938,15.2691969832959,NA,NA,NA,NA,0.558327535090909,NA,85.0581230507513,0,NA,17.16871262,85.4289661,71.7202518,55.7950572,"Upper middle income","Low","High","Low","High",NA,NA
"TZA",2019,"Sub-Saharan Africa","Tanzania",885800,15.0384962745541,59174891,2.98060939385811,66.6524741481248,33.3475258518752,36.883,4.866,7,66.007,5.62167925514946,0.287346536895184,60363511324.6004,1051.7666015625,2.71005881950599,3.46428057999021,33.0185892502311,16.0367461484986,16.9818431017325,1.99459353959393,64.6845484878054,80.5835569684446,3.53145044367484,7.78241227923226,1.6312809,56.4616756,47.1058361,42.1278253,"Lower middle income","High","Low","High","High","Low","High"
"UGA",2019,"Sub-Saharan Africa","Uganda",200520,34.4105326152005,42999637,3.39132142318772,72.1630218200597,27.8369781799403,37.212,4.744,6,66.354,3.90112727695885,0.1642944102063,39600047064.28,920.939101515671,2.88958690241905,2.867588034469,39.3610539647435,17.1090580167383,22.2519959480052,3.68569218154174,61.3604268185351,59.0598078769828,7.38833937837014,8.77456131212774,0.57344079,52.6621674,44.4307403,25.5389587,"Low income","High","Low","High","High","Low","High"
"UKR",2019,"Europe & Central Asia","Ukraine",579400,56.8243010010356,44957458,-0.557746010589576,30.6472351291265,69.3527648708735,7.823,1.218,6,73.92,24.6146045398727,4.62458753784522,101944118786.821,2398.07836914063,3.87284698333255,7.88671745611133,90.5112342910763,41.2316912560049,49.2795430350714,3.76649676088543,13.9078605168498,130.629436256062,1.73179870039083,18.7805334308224,3.17738771,48.2657734,46.8865907,32.0220004,"Upper middle income","Low","High","Low","High","High","Low"
"URY",2019,"Latin America & Caribbean","Uruguay",175020,11.9317792252314,3397206,0.0786838170441181,4.6520690917969,95.3479309082031,10.894,1.567,6,77.503,23.3802318354749,2.10646631378845,60329073575.9906,17758.4384273402,0.848967983378387,7.88198870879619,49.7448660724665,27.9053781710424,21.8394879014241,2.35703298196688,8.93794885483685,133.236724531865,1.70632780467724,17.2836779473899,6.1543541,85.629815,72.1165145,75.9687502,"High income","Low","High","Low","Low","Low","Low"
"USA",2019,"North America","United States",9147420,16.9548167680067,330226227,0.515108555014533,19.8695206646406,80.1304793353594,11.4,1.706,6,78.7878048780488,23.8484503417279,15.0439662080505,20159639089819,61047.9648238812,2.05676589969444,1.81221007526021,26.2584806245428,11.7891974097286,14.4692832148142,1.46696501417689,1.78830473970119,105.32074052965,0.557098125905551,13.9835585749329,8.59688473,66.8276892,76.3012367,71.5773432,"High income","Low","High","Low","High","Low","Low"
"UZB",2019,"Europe & Central Asia","Uzbekistan",440555,9.15549704350195,32964701,1.80974442927918,49.4079895019531,50.5920104980469,24.722,2.869,7,72.093,7.94114323959564,3.49213238730726,123073854828.787,3733.50435754861,4.87800830454302,14.5257359560687,62.3003782302878,24.3107685844352,37.9896096458527,3.30121289679898,26.1766052839745,101.259829415713,10.8569985159248,14.647243313354,2.01079655,62.1917975,40.71871,25.1350328,"Lower middle income","High","Low","High","High","Low","High"
"VCT",2019,"Latin America & Caribbean","St. Vincent and the Grenadines",390,5.12820512820513,104167,-0.725995928811949,52.8037926006488,47.1962073993512,13.26,1.864,5,70.994,15.7335893504521,1.11839642113145,864031342.481725,8294.67434486665,1.40193657114291,0.91306972532459,NA,NA,NA,7.5606563885612,10.4024556616644,92.5177839430914,0.018299980174056,NA,2.87263203,81.5566579,68.7276736,63.2425817,"Upper middle income","High","Low","Low","Low",NA,"Low"
"VEN",2019,"Latin America & Caribbean","Venezuela, RB",882050,2.94767870302137,28938098,-2.96041293052007,10.8969899482076,89.1030100517924,16.299,2.131,6,72.766,12.2386187832351,4.15965140487118,50903719683.7893,1759.05547364548,-25.4442397305152,NA,58.1288399985284,47.195725949267,10.9331140492614,0.77245293562574,9.17974471433885,63.8474442929871,NA,NA,0.81175309,40.0660535,16.8469121,15.5726444,"Lower middle income","Low","High","Low","Low","Low","Low"
"VGB",2019,"Latin America & Caribbean","British Virgin Islands",150,6.66666666666667,36395,4.8931677135622,47.6092128574214,52.3907871425786,8.071,0.941,5,76.845,10.8157991878922,2.40142876768787,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.624811100426,NA,NA,NA,NA,NA,NA,"High income","High","Low","High",NA,NA,NA
"VIR",2019,"Latin America & Caribbean","Virgin Islands (U.S.)",350,2.57142857142857,106669,-0.310759832621892,4.9142518586951,95.0857481413049,12.3,2.05,6,79.6682926829268,32.9510875267947,0.0018749589852722,3873124066.16862,36309.7438446842,3.22863068505148,NA,155.4234409124,54.9623877699587,100.461053142441,NA,1.8080545915838,89.5124925872467,0.247081553705368,37.0541130793497,NA,82.5871481,75.8910627,59.0773921,"High income","Low","High","Low","High","High","Low"
"VNM",2019,"East Asia & Pacific","Viet Nam",313429,21.6444553630966,97173776,0.968366698803348,65.3760865000489,34.6239134999511,15.513,1.943,6,74.211,10.629230593085,3.46316479458409,314947640805.601,3241.07648966529,6.32464886581907,2.79582367452244,164.704215031408,85.1575874073411,79.5466276240668,4.821074861051,34.5351601063592,140.192561828615,2.50068260501281,9.5788363682709,2.02046871,67.4603405,51.8817753,40.5244914,"Upper middle income","High","Low","Low","High","High","High"
"VUT",2019,"East Asia & Pacific","Vanuatu",12190,1.64068908941756,291985,2.33048915705222,76.4975331082925,23.5024668917075,30.717,3.79,6,70.783,7.02987908944497,0.750038529376509,978021084.194179,3349.5593410421,0.897747718651672,2.76252019386111,85.2923789349229,30.9251687275235,54.3672102073994,4.97857435213258,42.9179460675524,90.8330907409627,0.547725243089635,18.1511404502685,1.90414143,83.4569176,63.4269457,44.1071337,"Lower middle income","High","Low","High","Low","High","High"
"WSM",2019,"East Asia & Pacific","Samoa",2780,4.06115107913669,209780,1.05329202031498,81.5852655518717,18.4147344481283,27.957,4.061,5,70.269,9.17324133032294,1.78043664791687,936894420.746212,4466.08075482035,3.35744960284687,0.982326569888117,83.3310795816457,35.033330142378,48.2977494392677,-0.238656491573744,29.1916719750562,40.0419487081705,0.232259603701569,13.7720322357897,4.32336426,85.4843891,76.9153921,60.4455822,"Upper middle income","High","Low","High","High","High","High"
"XKX",2019,"Europe & Central Asia","Kosovo",NA,NA,1788891,-0.457058941890623,55.9997828434305,44.0002171565695,12.618,1.575,NA,77.249,12.5010944840459,NA,7547447329.55877,4219.06495675744,5.23669676312298,2.67599202639893,85.7534085053482,29.3126074591152,56.440801046233,3.6089905562178,NA,NA,0.403302686372993,12.4854382801326,NA,64.0829562,50.8934145,40.8818961,"Upper middle income","High","Low","Low","High","High",NA
"YEM",2019,"Middle East & North Africa","Yemen, Rep.",527970,2.19330643786579,35111408,2.96633475184571,65.0932438267976,34.9067561732024,35.947,4.603,6,66.567,4.58996033784242,0.351518230200281,NA,NA,NA,NA,NA,NA,NA,NA,30.371850284259,43.3990001198471,NA,NA,0.91137344,21.1880718,28.2895772,12.6001893,"Low income","High","Low","High",NA,NA,"High"
"ZAF",2019,"Sub-Saharan Africa","South Africa",1213090,9.89209374407505,59587885,1.64957495527878,36.5872744992092,63.4127255007908,19.694,2.264,7,66.071,8.9234390440694,8.01412233375962,359483563936.676,6032.82972598668,-1.3803610544763,4.10285075461156,53.8979964081406,27.2021294051151,26.6958670030255,1.31407752293306,5.2454668193233,162.73854828041,4.18782227881945,19.5800800398681,4.80006361,60.1164309,55.6753499,48.5628824,"Upper middle income","Low","High","High","Low","Low","Low"
"ZMB",2019,"Sub-Saharan Africa","Zambia",743390,5.11171794078478,18513839,2.96162166175699,56.5102135452448,43.4897864547552,35.006,4.418,7,62.914,3.28155129682891,0.487959304388463,24089861649.0155,1301.18132976178,-1.51894951073589,9.15031644316296,68.791204936096,34.6361926031881,34.1550123329079,2.3509190433173,57.3663003656749,93.0147820773422,7.91506539515975,17.6842563810264,2.25830793,59.590169,46.7905153,34.7874778,"Lower middle income","High","Low","High","Low","Low","High"
"ZWE",2019,"Sub-Saharan Africa","Zimbabwe",386850,10.4239369264573,15271368,1.56353351552455,63.8162361733636,36.1837638266364,31.121,3.748,6,61.06,6.55417653933475,0.731473434469001,20731353612.1651,1357.53087818754,-7.78558358121073,255.304990757856,36.5178684980287,18.0339064047572,18.4839620932715,0.748407181444125,62.3979720066303,86.4094297249598,4.71576545765887,4.80339449435214,0.46115172,49.076157,34.9077209,21.8772428,"Lower middle income","High","Low","High","Low","Low","High"
